label,contour_area,perimeter,texture_0,texture_1,texture_2,texture_3,texture_4,texture_5,texture_6,texture_7,texture_8,vein_structure,size,hue,saturation,value
Khurbanti (16),160.5,93.01219260692596,0,20,0,762,0,1229,0,786,47379,60.156947544642854,50176,0.0,0.0,90.51239636479592
Khurbanti (17),74.0,35.65685415267944,0,29,0,972,0,2045,0,994,46136,80.29735331632654,50176,0.0,0.0,146.63922991071428
Khurbanti (18),5.0,8.828427076339722,0,24,0,1272,0,2335,0,1341,45204,98.90804368622449,50176,0.0,0.0,132.37882653061226
Khurbanti (19),5.5,9.41421353816986,0,62,0,1621,0,3392,0,1862,43239,122.96675701530613,50176,0.0,0.0,186.8438097895408
Khurbanti (20),0.0,4.0,0,93,0,1526,0,2975,0,1524,44058,119.87175143494898,50176,0.0,0.0,94.96940768494898
Khurbanti (21),49729.0,892.0,0,0,0,10,0,1694,0,10,48462,20.755341198979593,50176,0.0,0.0,44.27026865433673
Khurbanti (22),0.0,0.0,1,18,0,312,0,605,0,268,48972,24.897261639030614,50176,0.0,0.0,26.838628029336736
Khurbanti (23),0.5,3.414213538169861,1,66,0,1330,0,2790,0,1516,44473,101.76927216198979,50176,0.0,0.0,145.08918606505102
Khurbanti (24),5475.0,511.5979789495468,0,29,0,568,0,1568,0,561,47450,49.54549984056123,50176,0.0,0.0,71.9271165497449
Khurbanti (25),21.0,23.656854152679443,0,14,0,662,0,1474,0,670,47356,50.00288982780612,50176,0.0,0.0,167.8011399872449
Khurbanti (26),5475.0,511.5979789495468,0,29,0,568,0,1568,0,561,47450,49.54549984056123,50176,0.0,0.0,71.9271165497449
Khurbanti (27),1.0,4.0,0,65,0,1274,0,2743,0,1419,44675,102.94832190688776,50176,0.0,0.0,153.33237005739795
Khurbanti (28),5.5,9.41421353816986,0,62,0,1621,0,3392,0,1862,43239,122.96675701530613,50176,0.0,0.0,186.8438097895408
Khurbanti (29),0.5,3.414213538169861,1,66,0,1330,0,2790,0,1516,44473,101.76927216198979,50176,0.0,0.0,145.08918606505102
Khurbanti (30),0.0,4.0,1,81,0,1321,0,2596,0,1424,44753,104.93542729591837,50176,0.0,0.0,113.17352917729592
Khurbanti (31),0.0,0.0,1,23,0,931,0,2070,0,1092,46059,77.77662627551021,50176,0.0,0.0,157.56068638392858
Khurbanti (32),1.5,5.414213538169861,0,43,0,1211,0,2353,0,1244,45325,94.26299426020408,50176,0.0,0.0,141.17596061862244
Khurbanti (33),26.0,23.656854152679443,0,68,0,1482,0,3189,0,1669,43768,117.64578683035714,50176,0.0,0.0,123.21578045280613
Khurbanti (34),8.5,19.41421353816986,0,58,0,1590,0,3302,0,1895,43331,129.92924904336735,50176,0.0,0.0,150.10522959183675
Khurbanti (35),7.0,10.828427076339722,0,60,0,1573,0,2966,0,1656,43921,125.60437260841837,50176,0.0,0.0,104.33573820153062
Khurbanti (36),608.5,146.46803617477417,0,15,0,598,0,1626,0,597,47340,47.167071906887756,50176,0.0,0.0,136.9679727359694
Khurbanti (37),23.0,26.485281229019165,0,22,0,655,0,1542,0,684,47273,51.05488679846939,50176,0.0,0.0,167.90278220663265
Khurbanti (38),3.5,8.242640614509583,0,47,0,1385,0,2216,0,1356,45172,103.30915178571429,50176,0.0,0.0,101.66762994260205
Khurbanti (39),23.0,26.485281229019165,0,22,0,655,0,1542,0,684,47273,51.05488679846939,50176,0.0,0.0,167.90278220663265
Khurbanti (40),620.0,145.88224971294403,0,14,0,616,0,1611,0,613,47322,47.421177455357146,50176,0.0,0.0,136.89174107142858
Khurbanti (41),687.0,160.36753141880035,0,29,0,773,0,1189,0,804,47381,60.045141103316325,50176,0.0,0.0,89.41974250637755
Khurbanti (42),608.5,146.46803617477417,0,15,0,598,0,1626,0,597,47340,47.167071906887756,50176,0.0,0.0,136.9679727359694
Khurbanti (43),1.5,5.414213538169861,1,47,0,1351,0,2413,0,1456,44908,101.98780293367346,50176,0.0,0.0,162.37852758290816
Khurbanti (44),1.5,5.414213538169861,1,47,0,1351,0,2413,0,1456,44908,101.98780293367346,50176,0.0,0.0,162.37852758290816
Kinkirata (1),7.0,10.828427076339722,0,29,0,1101,0,1921,0,1153,45972,85.0033880739796,50176,0.0,0.0,131.07272401147958
Kinkirata (11),1.0,4.0,0,12,0,602,0,1447,0,663,47452,51.86802455357143,50176,0.0,0.0,182.4071269132653
Kinkirata (12),3.0,8.828427076339722,0,12,0,566,0,1279,0,630,47689,48.68154097576531,50176,0.0,0.0,141.8620455994898
Kinkirata (13),210.0,66.14213538169861,0,15,0,607,0,1389,0,667,47498,50.84652024872449,50176,0.0,0.0,182.05137914540816
Kinkirata (14),110.5,59.899494767189026,0,42,0,930,0,1764,0,1034,46406,76.04362643494898,50176,0.0,0.0,74.0819316007653
Kinkirata (15),110.5,59.899494767189026,0,42,0,930,0,1764,0,1034,46406,76.04362643494898,50176,0.0,0.0,74.0819316007653
Kinkirata (16),9.0,14.828427076339722,0,68,0,1101,0,2231,0,1252,45524,92.07260443239795,50176,0.0,0.0,129.46169483418367
Kinkirata (17),8897.0,516.3919149637222,0,26,0,1077,0,2271,0,1114,45688,86.64490991709184,50176,0.0,0.0,131.7740553252551
Kinkirata (18),14.0,15.656854152679443,0,35,0,631,0,1227,0,609,47674,48.452845982142854,50176,0.0,0.0,36.763990752551024
Kinkirata (19),0.0,0.0,2,44,0,961,0,1845,0,904,46420,76.0741191007653,50176,0.0,0.0,75.703125
Kinkirata (20),1.0,4.0,2,39,0,938,0,1714,0,1010,46473,69.79771205357143,50176,0.0,0.0,67.4853515625
Kinkirata (21),0.0,2.0,0,12,0,578,0,1368,0,630,47588,49.840262276785715,50176,0.0,0.0,183.01189811862244
Kinkirata (22),74.0,39.3137081861496,0,28,0,887,0,1667,0,916,46678,71.55104033801021,50176,0.0,0.0,71.65268255739795
Kinkirata (23),60.5,43.55634891986847,0,35,0,777,0,1534,0,848,46982,65.34070073341837,50176,0.0,0.0,107.1207350127551
Kinkirata (24),3.0,8.0,0,29,0,325,0,758,0,250,48814,25.720563616071427,50176,0.0,0.0,20.069256218112244
Kinkirata (25),229.0,80.14213538169861,0,11,0,626,0,1393,0,676,47470,51.41063456632653,50176,0.0,0.0,182.47827646683675
Kinkirata (26),27.0,28.82842707633972,0,30,0,950,0,2019,0,990,46187,77.95958227040816,50176,0.0,0.0,129.9089205994898
Kinkirata (27),1.0,4.828427076339722,1,36,0,585,0,1162,0,558,47834,45.08340640943877,50176,0.0,0.0,32.31714365433673
Kinkirata (28),0.0,0.0,1,11,0,627,0,1421,0,687,47429,52.22377232142857,50176,0.0,0.0,181.64989237882654
Kinkirata (29),0.0,4.0,0,50,0,1231,0,2912,0,1435,44548,105.9569316007653,50176,0.0,0.0,141.4503946109694
Kinkirata (30),0.0,2.0,1,32,0,538,0,1223,0,520,47862,44.81405452806123,50176,0.0,0.0,37.246791294642854
Kinkirata (31),74.0,39.3137081861496,0,28,0,887,0,1667,0,916,46678,71.55104033801021,50176,0.0,0.0,71.65268255739795
Kinkirata (32),0.0,2.0,0,12,0,578,0,1368,0,630,47588,49.840262276785715,50176,0.0,0.0,183.01189811862244
Kinkirata (33),0.0,0.0,1,15,0,485,0,959,0,439,48277,39.27963568239796,50176,0.0,0.0,41.978236607142854
Kinkirata (34),0.0,2.0,0,42,0,827,0,1572,0,918,46817,68.98965640943878,50176,0.0,0.0,106.56678491709184
Kinkirata (35),0.0,2.0,0,42,0,827,0,1572,0,918,46817,68.98965640943878,50176,0.0,0.0,106.56678491709184
Kinkirata (36),0.0,0.0,1,11,0,627,0,1421,0,687,47429,52.22377232142857,50176,0.0,0.0,181.64989237882654
Kinkirata (37),35.0,24.485281229019165,0,39,0,983,0,2518,0,1038,45598,82.45216836734694,50176,0.0,0.0,138.59933035714286
Kinkirata (38),109.5,59.899494767189026,0,47,0,888,0,1769,0,1016,46456,74.53423947704081,50176,0.0,0.0,77.51743861607143
Kinkirata (39),0.0,2.0,0,42,0,827,0,1572,0,918,46817,68.98965640943878,50176,0.0,0.0,106.56678491709184
Kinkirata (40),477.0,453.3137083053589,0,38,0,1198,0,2352,0,1260,45328,100.21922831632654,50176,0.0,0.0,120.14618542729592
Kinkirata (41),0.0,0.0,1,35,0,1096,0,1896,0,1141,46007,85.26257573341837,50176,0.0,0.0,130.49844547193877
Kinkirata (42),14.0,17.656854152679443,0,8,0,298,0,500,0,286,49084,22.457848373724488,50176,0.0,0.0,28.02275988520408
Kinkirata (43),14.0,17.656854152679443,0,59,0,1075,0,2249,0,1248,45545,91.24930245535714,50176,0.0,0.0,130.59500558035714
Kinkirata (44),14.0,17.656854152679443,0,8,0,298,0,500,0,286,49084,22.457848373724488,50176,0.0,0.0,28.02275988520408
Kiralu (1),0.0,2.0,0,51,0,1403,0,2250,0,1384,45088,104.9252630739796,50176,0.0,0.0,100.82908163265306
Kiralu (11),4.0,8.828427076339722,0,26,0,753,0,2208,0,939,46250,68.03930165816327,50176,0.0,0.0,193.45563616071428
Kiralu (12),0.0,2.0,0,23,0,763,0,1195,0,732,47463,60.17727598852041,50176,0.0,0.0,64.42592075892857
Kiralu (13),54.5,34.72792196273804,0,80,0,1292,0,2858,0,1516,44430,101.87091438137755,50176,0.0,0.0,113.0972975127551
Kiralu (14),0.0,2.0,0,24,0,319,0,685,0,343,48805,25.369897959183675,50176,0.0,0.0,30.85349569515306
Kiralu (15),5.5,9.41421353816986,0,62,0,1253,0,2671,0,1358,44832,93.15509406887755,50176,0.0,0.0,139.04147401147958
Kiralu (16),7.5,17.41421353816986,0,27,0,862,0,1480,0,846,46961,71.27152423469387,50176,0.0,0.0,69.09638073979592
Kiralu (17),0.5,3.414213538169861,0,31,0,857,0,1659,0,859,46770,69.07097018494898,50176,0.0,0.0,93.0941087372449
Kiralu (18),0.0,0.0,3,23,0,290,0,566,0,242,49052,20.425003985969386,50176,0.0,0.0,14.539919483418368
Kiralu (19),21.5,29.071067690849304,1,63,0,1074,0,2755,0,1268,45015,92.04211176658163,50176,0.0,0.0,121.60475127551021
Kiralu (20),1.5,5.414213538169861,4,48,0,713,0,1235,0,663,47513,54.54121492346939,50176,0.0,0.0,54.566625478316325
Kiralu (21),5.0,14.828427076339722,1,36,0,752,0,1735,0,797,46855,63.11981823979592,50176,0.0,0.0,81.71526227678571
Kiralu (22),20.0,27.656854152679443,0,73,0,1144,0,2712,0,1288,44959,92.68753985969387,50176,0.0,0.0,124.75566007653062
Kiralu (23),36.0,25.656854152679443,0,38,0,1176,0,2543,0,1265,45154,96.66683274872449,50176,0.0,0.0,164.87384406887756
Kiralu (24),1.0,6.828427076339722,0,60,0,1145,0,3295,0,1752,43924,100.83924585459184,50176,0.0,0.0,204.84464684311226
Kiralu (25),0.0,4.0,2,108,0,1464,0,3018,0,1743,43841,106.47530691964286,50176,0.0,0.0,133.75099649234693
Kiralu (26),8.0,13.656854152679443,0,55,0,957,0,2334,0,1190,45640,84.57649075255102,50176,0.0,0.0,146.8780891262755
Kiralu (27),9.0,12.828427076339722,1,21,0,530,0,1131,0,470,48023,42.95400191326531,50176,0.0,0.0,46.780831473214285
Kiralu (28),4.0,8.828427076339722,0,37,0,858,0,2774,0,1274,45233,80.39899553571429,50176,0.0,0.0,210.49595424107142
Kiralu (29),1.5,5.414213538169861,0,57,0,1533,0,3068,0,1582,43936,122.63641980229592,50176,0.0,0.0,120.59849330357143
Kiralu (30),1.0,4.0,0,32,0,760,0,1257,0,697,47430,58.662806919642854,50176,0.0,0.0,49.67763472576531
Kiralu (31),3.0,8.828427076339722,0,30,0,416,0,729,0,339,48662,31.376953125,50176,0.0,0.0,31.524334343112244
Kiralu (32),4.0,8.828427076339722,0,26,0,753,0,2208,0,939,46250,68.03930165816327,50176,0.0,0.0,193.45563616071428
Kiralu (33),8.0,13.656854152679443,0,55,0,957,0,2334,0,1190,45640,84.57649075255102,50176,0.0,0.0,146.8780891262755
Kiralu (34),49729.0,892.0,0,7,0,329,0,1485,0,376,47979,29.074756855867346,50176,0.0,0.0,208.0565409757653
Kiralu (35),9.0,12.828427076339722,1,21,0,530,0,1131,0,470,48023,42.95400191326531,50176,0.0,0.0,46.780831473214285
Kiralu (36),1.5,5.414213538169861,0,57,0,1533,0,3068,0,1582,43936,122.63641980229592,50176,0.0,0.0,120.59849330357143
Kiralu (37),6.0,12.828427076339722,0,12,0,269,0,806,0,233,48856,28.937539859693878,50176,0.0,0.0,34.65999681122449
Kiralu (38),4.0,8.828427076339722,0,37,0,858,0,2774,0,1274,45233,80.39899553571429,50176,0.0,0.0,210.49595424107142
Kiralu (39),26.5,34.72792184352875,0,39,0,481,0,1054,0,432,48170,40.97706074617347,50176,0.0,0.0,35.889867665816325
Kiralu (40),1.0,4.0,0,32,0,760,0,1257,0,697,47430,58.662806919642854,50176,0.0,0.0,49.67763472576531
Kiralu (41),3.0,8.828427076339722,0,30,0,416,0,729,0,339,48662,31.376953125,50176,0.0,0.0,31.524334343112244
Kiralu (42),0.0,0.0,1,51,0,1033,0,2069,0,1048,45974,81.82198660714286,50176,0.0,0.0,93.74461894132654
Kiralu (43),8.5,19.41421353816986,0,56,0,1218,0,2294,0,1213,45395,94.53234614158163,50176,0.0,0.0,64.248046875
Kiralu (44),1.5,5.414213538169861,0,11,0,316,0,653,0,314,48882,21.451590401785715,50176,0.0,0.0,32.2053372130102
Kirimar (1),0.0,2.0,3,77,0,1355,0,2559,0,1417,44765,102.62814891581633,50176,0.0,0.0,120.87800940688776
Kirimar (10),0.0,0.0,0,0,0,0,0,0,0,0,50176,0.0,50176,0.0,0.0,0.0
Kirimar (11),0.0,2.0,0,19,0,786,0,1601,0,832,46938,63.12490035076531,50176,0.0,0.0,84.38845264668367
Kirimar (12),8.0,12.828427076339722,0,34,0,1261,0,2883,0,1334,44664,110.79001913265306,50176,0.0,0.0,140.83545918367346
Kirimar (13),41.0,27.313708305358887,0,12,0,865,0,1552,0,904,46843,68.33914620535714,50176,0.0,0.0,80.20587531887755
Kirimar (14),8.0,18.82842707633972,0,7,0,309,0,988,0,316,48556,31.178750797193878,50176,0.0,0.0,94.99481823979592
Kirimar (15),35.5,23.899494767189026,0,14,0,847,0,1840,0,851,46624,71.80006377551021,50176,0.0,0.0,112.19776387117346
Kirimar (16),0.0,2.0,2,39,0,954,0,1742,0,947,46492,76.85676419005102,50176,0.0,0.0,85.37946428571429
Kirimar (17),0.0,2.0,1,63,0,1429,0,2844,0,1469,44370,115.23178411989795,50176,0.0,0.0,106.68367346938776
Kirimar (18),0.0,0.0,0,0,0,0,0,0,0,0,50176,0.0,50176,0.0,0.0,0.0
Kirimar (19),4616.0,338.50966596603394,0,16,0,606,0,1565,0,641,47348,49.06269929846939,50176,0.0,0.0,143.6814413265306
Kirimar (20),0.0,2.0,0,19,0,786,0,1601,0,832,46938,63.12490035076531,50176,0.0,0.0,84.38845264668367
Kirimar (21),8.0,12.828427076339722,0,34,0,1261,0,2883,0,1334,44664,110.79001913265306,50176,0.0,0.0,140.83545918367346
Kirimar (22),41.0,27.313708305358887,0,12,0,865,0,1552,0,904,46843,68.33914620535714,50176,0.0,0.0,80.20587531887755
Kirimar (23),8.0,18.82842707633972,0,7,0,309,0,988,0,316,48556,31.178750797193878,50176,0.0,0.0,94.99481823979592
Kirimar (24),35.5,23.899494767189026,0,14,0,847,0,1840,0,851,46624,71.80006377551021,50176,0.0,0.0,112.19776387117346
Kirimar (25),4161.0,561.9310196638107,0,13,0,532,0,1049,0,544,48038,45.49505739795919,50176,0.0,0.0,93.8411790497449
Kirimar (26),0.0,2.0,2,39,0,954,0,1742,0,947,46492,76.85676419005102,50176,0.0,0.0,85.37946428571429
Kirimar (27),961.5,126.04163014888763,0,7,0,417,0,1039,0,401,48312,39.884406887755105,50176,0.0,0.0,52.752311862244895
Kirimar (28),21.5,23.071067690849304,0,12,0,664,0,1291,0,701,47508,52.98100685586735,50176,0.0,0.0,70.6819993622449
Kirimar (29),10.0,17.656854152679443,0,11,0,511,0,972,0,528,48154,42.53218670280612,50176,0.0,0.0,94.57808514030613
Kirimar (3),2.0,6.0,0,26,0,836,0,1672,0,905,46737,65.52873883928571,50176,0.0,0.0,85.7047193877551
Kirimar (30),20.5,28.242640614509583,0,20,0,413,0,919,0,366,48458,36.642020089285715,50176,0.0,0.0,31.01104113520408
Kirimar (31),596.0,150.42640566825867,0,10,0,454,0,1625,0,433,47654,44.1584622130102,50176,0.0,0.0,126.30570392219387
Kirimar (32),100.0,64.14213538169861,0,3,0,361,0,974,0,352,48486,32.91683274872449,50176,0.0,0.0,91.74226721938776
Kirimar (33),0.0,0.0,1,11,0,773,0,1432,0,823,47136,61.20386240433673,50176,0.0,0.0,119.71420599489795
Kirimar (34),0.0,2.0,0,12,0,558,0,1195,0,577,47834,45.718670280612244,50176,0.0,0.0,137.43044483418367
Kirimar (35),624.5,155.69848430156708,0,10,0,218,0,522,0,218,49208,21.329619738520407,50176,0.0,0.0,27.534877232142858
Kirimar (36),0.0,0.0,1,30,0,759,0,1590,0,818,46978,61.224190848214285,50176,0.0,0.0,82.16248804209184
Kirimar (37),170.0,88.62741649150848,0,3,0,380,0,883,0,412,48498,36.53021364795919,50176,0.0,0.0,87.82904177295919
Kirimar (5),0.0,2.0,3,77,0,1355,0,2559,0,1417,44765,102.62814891581633,50176,0.0,0.0,120.87800940688776
Kirimar (6),27.0,24.82842707633972,1,28,0,840,0,1457,0,879,46971,62.21012037627551,50176,0.0,0.0,76.04362643494898
Kirimar (7),53.5,31.899494647979736,0,18,0,881,0,1345,0,900,47032,66.03694993622449,50176,0.0,0.0,101.23565051020408
Kirimar (8),208.0,87.94112491607666,0,11,0,559,0,1501,0,597,47508,46.70459980867347,50176,0.0,0.0,158.51612324617346
Kirimar (9),0.0,2.0,1,63,0,1429,0,2844,0,1469,44370,115.23178411989795,50176,0.0,0.0,106.68367346938776
Kriss (1),7.5,16.242640614509583,0,29,0,922,0,1737,0,875,46613,74.13275271045919,50176,0.0,0.0,127.77951610331633
Kriss (11),1.5,7.414213538169861,0,17,0,554,0,1112,0,544,47949,47.471998565051024,50176,0.0,0.0,71.88645966198979
Kriss (12),0.5,3.414213538169861,1,27,0,737,0,1477,0,691,47243,56.929807079081634,50176,0.0,0.0,129.75645727040816
Kriss (13),0.5,3.414213538169861,0,18,0,698,0,1496,0,732,47232,54.69876036352041,50176,0.0,0.0,149.10405373086735
Kriss (14),559.0,170.91168701648712,0,13,0,669,0,1369,0,663,47462,52.40672831632653,50176,0.0,0.0,154.0235371492347
Kriss (15),3.0,8.0,0,17,0,858,0,1743,0,886,46672,67.3989556760204,50176,0.0,0.0,127.8354193239796
Kriss (16),53.5,31.899494647979736,0,7,0,437,0,734,0,424,48574,33.018474968112244,50176,0.0,0.0,64.42592075892857
Kriss (17),4.0,8.828427076339722,0,30,0,1101,0,1810,0,1142,46093,80.28718909438776,50176,0.0,0.0,87.30050223214286
Kriss (18),555.5,167.49747359752655,0,8,0,686,0,1374,0,672,47436,53.06232063137755,50176,0.0,0.0,154.05402981505102
Kriss (19),0.0,0.0,2,12,0,575,0,1000,0,581,48006,44.57011320153061,50176,0.0,0.0,134.3913424744898
Kriss (20),148.5,64.87005710601807,1,34,0,1098,0,2033,0,1068,45942,83.82942044005102,50176,0.0,0.0,128.9534837372449
Kriss (21),52.0,41.79898929595947,0,16,0,563,0,952,0,539,48106,42.237424266581634,50176,0.0,0.0,67.25157445790816
Kriss (22),8518.5,603.4284942150116,0,18,0,460,0,878,0,442,48378,37.10957429846939,50176,0.0,0.0,63.66360411352041
Kriss (23),11.0,12.828427076339722,0,71,0,1232,0,2233,0,1387,45253,93.64805883290816,50176,0.0,0.0,98.52180325255102
Kriss (24),2.5,7.414213538169861,0,19,0,597,0,1395,0,632,47533,52.23901865433673,50176,0.0,0.0,95.69614955357143
Kriss (25),32.0,24.485281109809875,0,65,0,1156,0,2452,0,1276,45227,96.31108498086735,50176,0.0,0.0,145.70412149234693
Kriss (26),90.5,46.38477599620819,1,33,0,942,0,2129,0,1008,46063,78.70665258290816,50176,0.0,0.0,165.99699059311226
Kriss (27),6.0,12.828427076339722,0,21,0,665,0,1386,0,636,47468,53.011499521683675,50176,0.0,0.0,130.3205715880102
Kriss (28),882.5,136.6690467596054,0,3,0,453,0,966,0,436,48318,37.90746572066327,50176,0.0,0.0,78.63550302933673
Kriss (29),46.5,31.071067571640015,0,16,0,585,0,1323,0,564,47688,53.46888950892857,50176,0.0,0.0,79.08781090561224
Kriss (30),453.5,169.35533845424652,0,29,0,1153,0,2371,0,1236,45387,95.3759765625,50176,0.0,0.0,138.7060546875
Kriss (31),174.0,86.76955199241638,0,32,0,753,0,1433,0,746,47212,61.95093271683673,50176,0.0,0.0,95.86894132653062
Kriss (32),711.0,136.0832598209381,0,15,0,649,0,1104,0,634,47774,50.37388392857143,50176,0.0,0.0,48.7272799744898
Kriss (33),1.5,7.414213538169861,0,17,0,554,0,1112,0,544,47949,47.471998565051024,50176,0.0,0.0,71.88645966198979
Kriss (34),52.0,41.79898929595947,0,16,0,563,0,952,0,539,48106,42.237424266581634,50176,0.0,0.0,67.25157445790816
Kriss (35),8518.5,603.4284942150116,0,18,0,460,0,878,0,442,48378,37.10957429846939,50176,0.0,0.0,63.66360411352041
Kriss (36),11.0,12.828427076339722,0,71,0,1232,0,2233,0,1387,45253,93.64805883290816,50176,0.0,0.0,98.52180325255102
Kriss (37),0.5,3.414213538169861,0,39,0,722,0,1433,0,757,47225,52.259347098214285,50176,0.0,0.0,50.892259247448976
Kriss (38),2.5,7.414213538169861,0,19,0,597,0,1395,0,632,47533,52.23901865433673,50176,0.0,0.0,95.69614955357143
Kriss (39),32.0,24.485281109809875,0,65,0,1156,0,2452,0,1276,45227,96.31108498086735,50176,0.0,0.0,145.70412149234693
Kriss (40),90.5,46.38477599620819,1,33,0,942,0,2129,0,1008,46063,78.70665258290816,50176,0.0,0.0,165.99699059311226
Kriss (41),6.0,12.828427076339722,0,21,0,665,0,1386,0,636,47468,53.011499521683675,50176,0.0,0.0,130.3205715880102
Kriss (42),46.5,31.071067571640015,0,16,0,585,0,1323,0,564,47688,53.46888950892857,50176,0.0,0.0,79.08781090561224
Kriss (43),453.5,169.35533845424652,0,29,0,1153,0,2371,0,1236,45387,95.3759765625,50176,0.0,0.0,138.7060546875
Kriss (44),174.0,86.76955199241638,0,32,0,753,0,1433,0,746,47212,61.95093271683673,50176,0.0,0.0,95.86894132653062
Kurchi (1),1.5,5.414213538169861,0,32,0,850,0,1512,0,834,46948,62.255859375,50176,0.0,0.0,154.1455078125
Kurchi (11),9.0,13.656854152679443,0,63,0,1427,0,2759,0,1594,44333,105.91119260204081,50176,0.0,0.0,160.46765385841837
Kurchi (12),0.0,2.0,0,50,0,947,0,1801,0,950,46428,76.36888153698979,50176,0.0,0.0,74.47325414540816
Kurchi (13),49729.0,892.0,0,27,0,496,0,2311,0,531,46811,55.54747289540816,50176,0.0,0.0,74.53932158801021
Kurchi (14),0.0,0.0,0,0,0,0,0,0,0,0,50176,0.0,50176,0.0,0.0,0.0
Kurchi (15),548.0,215.5391035079956,1,22,0,591,0,1519,0,643,47400,56.36569276147959,50176,0.0,0.0,86.0401387117347
Kurchi (16),7.0,10.828427076339722,0,11,0,673,0,969,0,647,47876,50.48060825892857,50176,0.0,0.0,97.14963329081633
Kurchi (17),5169.5,712.3401808738708,0,5,0,265,0,486,0,285,49135,21.609135841836736,50176,0.0,0.0,26.482880261479593
Kurchi (18),43.0,48.82842707633972,0,16,0,720,0,1271,0,741,47428,58.07328204719388,50176,0.0,0.0,105.96709582270408
Kurchi (19),4.0,12.828427076339722,0,15,0,412,0,810,0,397,48542,31.209243463010203,50176,0.0,0.0,50.74996014030612
Kurchi (20),3.0,8.0,0,53,0,1268,0,2351,0,1366,45138,97.35799984056122,50176,0.0,0.0,94.88301179846938
Kurchi (21),2.0,6.828427076339722,1,29,0,771,0,1287,0,756,47332,57.93606505102041,50176,0.0,0.0,64.51739875637755
Kurchi (22),1.0,4.0,0,23,0,639,0,1320,0,629,47565,51.11079001913265,50176,0.0,0.0,46.33868781887755
Kurchi (23),43.0,28.485281229019165,0,10,0,533,0,911,0,548,48174,43.12679368622449,50176,0.0,0.0,84.2563177614796
Kurchi (24),197.5,131.63960886001587,0,37,0,1038,0,1872,0,1103,46126,84.10385443239795,50176,0.0,0.0,87.93576610331633
Kurchi (25),0.0,0.0,0,0,0,0,0,0,0,0,50176,0.0,50176,0.0,0.0,0.0
Kurchi (26),548.0,215.5391035079956,1,22,0,591,0,1519,0,643,47400,56.36569276147959,50176,0.0,0.0,86.0401387117347
Kurchi (27),49729.0,892.0,0,0,0,15,0,1710,0,15,48436,21.304209183673468,50176,0.0,0.0,35.29526068239796
Kurchi (28),7.0,10.828427076339722,0,11,0,673,0,969,0,647,47876,50.48060825892857,50176,0.0,0.0,97.14963329081633
Kurchi (29),5169.5,712.3401808738708,0,5,0,265,0,486,0,285,49135,21.609135841836736,50176,0.0,0.0,26.482880261479593
Kurchi (30),43.0,48.82842707633972,0,16,0,720,0,1271,0,741,47428,58.07328204719388,50176,0.0,0.0,105.96709582270408
Kurchi (31),4.0,12.828427076339722,0,15,0,412,0,810,0,397,48542,31.209243463010203,50176,0.0,0.0,50.74996014030612
Kurchi (32),3.0,8.0,0,53,0,1268,0,2351,0,1366,45138,97.35799984056122,50176,0.0,0.0,94.88301179846938
Kurchi (33),43.0,28.485281229019165,0,10,0,533,0,911,0,548,48174,43.12679368622449,50176,0.0,0.0,84.2563177614796
Kurchi (34),15.5,16.242640614509583,0,5,0,208,0,370,0,189,49404,15.637655452806122,50176,0.0,0.0,18.168546715561224
Kurchi (35),197.5,131.63960886001587,0,37,0,1038,0,1872,0,1103,46126,84.10385443239795,50176,0.0,0.0,87.93576610331633
Kurchi (36),129.5,50.72792184352875,0,7,0,495,0,1633,0,553,47488,42.51185825892857,50176,0.0,0.0,188.53107063137756
Kurchi (37),14.0,17.656854152679443,0,11,0,403,0,958,0,404,48400,31.229571906887756,50176,0.0,0.0,152.55480707908163
Kurchi (38),3.5,9.41421353816986,0,27,0,787,0,1313,0,782,47267,59.82661033163265,50176,0.0,0.0,107.9491191007653
Kurchi (39),1.0,4.828427076339722,0,25,0,630,0,1584,0,663,47274,59.292988679846935,50176,0.0,0.0,115.16571667729592
Kurchi (40),1.0,4.828427076339722,0,25,0,630,0,1584,0,663,47274,59.292988679846935,50176,0.0,0.0,115.16571667729592
Kurchi (41),57.5,29.899494767189026,1,9,0,297,0,645,0,267,48957,25.771384725765305,50176,0.0,0.0,32.530592315051024
Kurchi (42),11.5,25.41421353816986,0,15,0,716,0,1220,0,717,47508,55.60845822704081,50176,0.0,0.0,86.72114158163265
Kurchi (43),9.0,20.82842707633972,0,16,0,690,0,1170,0,680,47620,53.941525829081634,50176,0.0,0.0,86.08079559948979
Kurchi (44),1.5,5.414213538169861,0,32,0,850,0,1512,0,834,46948,62.255859375,50176,0.0,0.0,154.1455078125
Kutilal (1),59.5,31.55634880065918,0,15,0,1227,0,2481,0,1429,45024,93.21099728954081,50176,0.0,0.0,182.79844945790816
Kutilal (11),2.0,6.0,0,36,0,1381,0,2296,0,1377,45086,102.67897002551021,50176,0.0,0.0,99.50773278061224
Kutilal (12),9.0,37.31370830535889,0,20,0,756,0,1334,0,738,47328,62.479472257653065,50176,0.0,0.0,69.3555683992347
Kutilal (13),0.0,2.0,0,43,0,1067,0,1936,0,1196,45934,81.52722417091837,50176,0.0,0.0,149.3683235012755
Kutilal (14),4.5,11.41421353816986,0,6,0,211,0,371,0,168,49420,15.104033801020408,50176,0.0,0.0,9.996512276785714
Kutilal (15),4.5,11.41421353816986,0,6,0,211,0,371,0,168,49420,15.104033801020408,50176,0.0,0.0,9.996512276785714
